from,to
13424,35823
13424,32601
13424,39714
13424,35551
13424,3546
13424,35022
13424,14279
13425,38899
13425,16686
13425,427
13425,46100
13425,42275
13425,45283
13425,18985
13425,5175
13425,4870
13425,49777
13426,20427
13426,37048
13426,22454
13427,19296
13427,48034
13427,10422
13427,46130
13427,48542
13427,47893
13427,1463
13427,47433
13427,32104
13427,604
13427,7125
13427,35175
13427,30293
13427,26425
13427,8191
13427,13269
13427,32716
13427,8008
13427,6242
13427,9122
13428,11156
13428,12536
13428,18391
13428,1039
13428,20959
13428,7444
13429,31582
13429,33504
13429,17062
13429,9508
13429,2975
13429,22718
13429,38258
13429,34913
13429,14910
13430,3793
13430,3703
13430,33681
13430,11064
13430,24628
13430,49562
13430,22678
13430,25455
13430,31098
13430,27274
13430,29052
13431,1899
13431,6226
13432,16377
13432,30958
13432,21685
13432,28103
13432,582
13432,9011
13432,4076
13432,26416
13432,48838
13432,7896
13433,8959
13433,42981
13433,16673
13434,12807
13434,27563
13434,23591
13434,33226
13434,21636
13434,46519
13434,3688
13434,19857
13434,26309
13435,15404
13435,28919
13436,8460
13436,35366
13437,22538
13437,47328
13437,11785
13438,49965
13438,49708
13438,8229
13439,1985
13439,9244
13439,31583
13439,8026
13439,26569
13439,16349
13439,36690
13440,6096
13440,7350
13440,35257
13440,21896
13440,30397
13440,10910
13440,46679
13440,11001
13440,34597
13440,14818
13440,20900
13440,36706
13440,16812
13440,3300
13440,10669
13440,25296
13440,27535
13440,8123
13441,7148
13441,12986
13441,11387
13441,26458
13441,2892
13441,17501
13441,23319
13441,25328
13441,39853
13441,11438
13441,35108
13441,28785
13441,44058
13441,48829
13442,35164
13442,6847
13442,34412
13443,7147
13443,19299
13443,8484
13444,28969
13444,46642
13444,41361
13444,26613
13444,19770
13444,40954
13444,7098
13444,2062
13445,22945
13445,7590
13445,14559
13445,5236
13446,32398
13446,41931
13446,21389
13446,45370
13446,45610
13446,45447
13446,5930
13446,267
13446,48201
13446,5591
13446,25403
13446,962
13446,1363
13446,6702
13446,28944
13446,45784
13446,8999
13447,14075
13447,3235
13447,2407
13447,44876
13447,44537
13447,48714
13447,30117
13448,1719
13448,18936
13448,13142
13449,22366
13449,8290
13449,44881
13449,37405
13450,21478
13450,39206
13451,20538
13451,30183
13451,6672
13451,31820
13451,38879
13451,707
13451,38463
13452,27906
13452,20187
13453,298
13453,25601
13453,9656
13454,31228
13454,6591
13454,4705
13454,8439
13454,261
13455,22837
13455,1778
13455,16847
13455,1405
13456,15105
13456,19718
13456,46408
13457,42154
13457,37604
13458,19472
13458,25923
13458,14759
13459,24027
13459,17356
13459,46715
13459,48862
13459,6997
13459,12602
13459,37071
13459,24679
13460,27183
13460,34688
13461,35546
13461,41251
13462,48855
13462,17216
13463,11795
13463,31932
13463,42393
13464,41653
13464,34798
13464,19826
13464,114
13464,8714
13464,4631
13464,46689
13465,23784
13465,11853
13465,40514
13466,14346
13466,15301
13466,24475
13466,43567
13466,19675
13466,21528
13466,39959
13466,46385
13466,45970
13466,18761
13466,38288
13466,35698
13466,6077
13466,35746
13466,17424
13466,14133
13466,49299
13466,14368
13466,28175
13466,14118
13467,40494
13467,41713
13467,48256
13467,7245
13467,41537
13467,6635
13467,10215
13467,19157
13468,48352
13468,18152
13469,33485
13469,8395
13469,28342
13469,26290
13469,41533
13469,44880
13469,6891
13469,40140
13469,14868
13469,33219
13469,6083
13469,14273
13470,5002
13470,34029
13470,18986
13470,32060
13470,41125
13470,24695
13470,9231
13470,35625
13470,13597
13470,41761
13470,5596
13470,4689
13470,7556
13470,46548
13471,12245
13471,33267
13471,16671
13471,32316
13471,41765
13471,6512
13471,8600
13471,25005
13472,18275
13472,10107
13473,18731
13473,34995
13473,1256
13473,48490
13473,46587
13474,48636
13474,3303
13474,19165
13474,11949
13474,20657
13474,6338
13474,13607
13474,16323
13474,27808
13474,22605
13474,42802
13474,11288
13475,11259
13475,25540
13475,31961
13475,46869
13476,31483
13476,44531
13477,340
13477,16471
13477,29605
13478,35080
13478,47429
13479,16835
13479,26285
13480,9090
13480,47338
13480,5558
13480,1294
13481,1511
13481,13365
13481,22587
13481,42774
13481,20136
13481,5999
13481,8670
13481,48150
13481,36753
13481,29381
13482,9852
13482,46727
13482,42636
13482,4048
13482,124
13482,12375
13482,23702
13483,5637
13483,53
13483,3032
13483,31724
13484,34680
13484,9204
13484,149
13484,47678
13484,6280
13485,29625
13485,45793
13485,34207
13485,30966
13485,14150
13485,46703
13485,3338
13485,14465
13485,33172
13485,30580
13485,24452
13485,20767
13485,129
13486,31579
13486,24372
13486,10383
13486,43745
13486,15647
13486,45667
13487,30123
13487,33570
13487,3080
13487,2756
13487,33540
13487,23841
13487,40217
13487,44795
13488,13794
13488,23089
13488,42271
13488,44243
13488,39294
13488,6754
13488,26168
13488,48757
13488,386
13488,48906
13488,18648
13488,28796
13488,3725
13488,941
13488,18126
13488,27702
13488,16503
13489,36211
13489,41738
13489,40032
13489,48734
13489,16685
13489,29053
13489,48171
13489,22536
13489,44864
13489,48472
13489,43642
13489,12507
13490,48219
13490,4909
13491,41404
13491,34820
13491,21648
13491,18467
13491,9985
13491,2027
13491,10184
13491,24934
13491,2132
13491,42587
13491,31218
13491,46794
13491,11277
13491,36774
13491,29486
13491,42841
13491,13205
13491,43203
13492,41997
13492,30538
13492,25838
13493,24331
13493,42287
13493,1375
13493,18806
13493,13437
13494,27458
13494,6955
13495,38099
13495,2799
13495,30335
13495,23519
13495,35599
13496,21583
13496,27029
13496,6918
13497,39966
13497,37780
13497,15976
13497,31070
13497,49109
13497,456
13497,47412
13498,12862
13498,36004
13498,18192
13498,14325
13498,42370
13498,14685
13498,13596
13498,23231
13498,42892
13498,17989
13498,22016
13498,7554
13499,42620
13499,42073
13499,30985
13499,11105
13500,9569
13500,3593
13501,29378
13501,32101
13502,7634
13502,13272
13502,32293
13502,36973
13502,46951
13502,35654
13502,3290
13502,20006
13502,16988
13502,44075
13502,25646
13502,7002
13502,16931
13502,29035
13502,47162
13502,37868
13502,28351
13503,2773
13503,41866
13503,33253
13503,23329
13503,38668
13503,34185
13503,22723
13503,40907
13503,22904
13503,1192
13503,10628
13503,48142
13503,23389
13504,42267
13504,45254
13504,15415
13504,37621
13504,104
13504,46127
13504,33715
13504,49598
13504,31702
13505,12186
13505,4822
13505,7591
13505,6026
13505,20330
13505,32216
13505,3529
13506,19931
13507,31626
13507,44455
13507,46215
13508,22743
13508,33381
13508,27663
13508,5759
13508,21193
13509,34547
13509,31996
13509,25798
13509,3065
13509,45550
13509,43520
13509,8875
13510,42341
13510,45888
13510,29497
13510,18322
13510,15382
13510,42179
13510,19052
13511,33078
13511,7126
13511,25166
13511,923
13511,34499
13512,22644
13512,45280
13512,12438
13512,21613
13512,47308
13512,21045
13512,42378
13513,12781
13513,10943
13513,43940
13514,26691
13514,18614
13514,24182
13515,20719
13515,15885
13515,32187
13516,4836
13516,26512
13516,30152
13516,7686
13516,19299
13516,28923
13516,34568
13516,11356
13516,35806
13517,47128
13517,39421
13518,1873
13518,6800
13518,9418
13519,7874
13519,7068
13519,23389
13520,46149
13520,40780
13520,18426
13520,35551
13520,11619
13521,25703
13521,17065
13521,18578
13521,38884
13522,5301
13522,10621
13523,8095
13523,15161
13524,1381
13524,21257
13524,11908
13524,28075
13524,47034
13524,41939
13524,41932
13524,31065
13524,42192
13524,42696
13525,26807
13525,25690
13525,5401
13525,6096
13525,41227
13525,4295
13525,23342
13525,2514
13525,29981
13525,1901
13526,15944
13526,13675
13527,43047
13527,16368
13528,24012
13528,33363
13529,40890
13529,48311
13529,14729
13529,29692
13529,34256
13529,4311
13530,15033
13530,19878
13530,36540
13530,23387
13530,4496
13530,22355
13530,25919
13530,15625
13530,5147
13531,29317
13531,25509
13531,24106
13531,40164
13531,18387
13531,48430
13531,34842
13531,39871
13531,22169
13531,458
13531,5455
13531,20982
13532,7460
13532,44734
13532,7279
13533,34635
13533,27018
13533,15289
13533,15485
13533,3266
13533,13584
13533,44149
13533,41752
13533,43861
13533,36025
13533,8775
13533,36304
13534,5170
13534,13163
13534,32127
13534,31485
13534,21041
13535,2624
13535,34926
13535,22687
13535,3335
13536,18221
13536,862
13536,36042
13536,19277
13536,7352
13537,9209
13537,7725
13537,38044
13537,15958
13537,44494
13538,2431
13538,3342
13538,18165
13539,37881
13539,26889
13539,47709
13540,31721
13540,8151
13540,9422
13540,49022
13540,25661
13541,15259
13541,5824
13541,40615
13541,25685
13541,28564
13541,47742
13541,19758
13542,15806
13542,14639
13542,17906
13542,9121
13542,9362
13542,30448
13542,23390
13542,14618
13542,43375
13542,9362
13542,44094
13542,6484
13542,8498
13542,30482
13542,34244
13542,16634
13542,4619
13542,41090
13542,33521
13543,16143
13543,16833
13543,10950
13543,46252
13543,14648
13544,27793
13544,22616
13544,23166
13545,1958
13545,49442
13545,12555
13545,32323
13545,25425
13545,38472
13545,28730
13545,2238
13545,26424
13545,35950
13546,42767
13546,34074
13546,4433
13546,36575
13546,30086
13546,30139
13546,19280
13546,3522
13546,12244
13546,10697
13546,32365
13546,18811
13546,5746
13546,13712
13547,21875
13547,25166
13548,28080
13548,46816
13548,15321
13548,14312
13548,46071
13548,33034
13548,37174
13548,8874
13548,8987
13548,39178
13548,34863
13548,25704
13548,5758
13549,39758
13549,27627
13549,23287
13550,34633
13550,34394
13550,7146
13550,26919
13551,28462
13551,314
13551,16063
13551,37812
13551,27764
13551,26406
13551,24322
13551,2578
13552,43130
13552,4147
13552,37232
13552,38302
13552,829
13552,40004
13553,18648
13554,24658
13554,33649
13554,21198
13554,3033
13554,7896
13554,43297
13554,26939
13555,648
13555,46423
13555,10583
13555,18135
13555,17810
13555,46746
13555,17289
13555,3399
13555,14472
13555,32895
13555,33706
13555,20106
13556,23465
13556,33843
13556,15141
13556,33010
13556,32389
13556,2768
13557,48329
13557,210
13558,35890
13558,17056
13558,5851
13558,18079
13558,22472
13558,20460
13558,40918
13558,8818
13558,49134
13559,39230
13559,18822
13559,43061
13559,18218
13559,39149
13559,33446
13559,9406
13559,2392
13559,31977
13559,33717
13560,8418
13560,34593
13560,42098
13560,48597
13560,25907
13561,24899
13561,41792
13561,7333
13561,7948
13562,30361
13563,47807
13563,10342
13563,34084
13563,18839
13563,22792
13563,10427
13563,21318
13563,43296
13563,24410
13563,10743
13563,3465
13563,31763
13563,35863
13563,29565
13563,27375
13563,2602
13563,45252
13563,9809
13563,49990
13563,43886
13564,908
13564,23467
13564,5883
13564,12117
13565,12269
13565,21300
13565,38178
13565,24628
13566,41531
13566,7662
13566,7579
13566,13619
13566,32678
13566,15193
13566,25554
13566,32912
13566,3193
13566,43455
13566,43768
13566,32396
13566,21511
13566,47688
13566,20879
13567,37338
13568,1033
13568,45435
13569,36009
13569,9373
13569,2200
13569,35847
13569,1630
13569,29932
13570,26878
13570,17082
13570,20849
13570,2274
13570,6699
13570,6308
13570,46723
13571,43895
13571,10296
13571,24574
13571,17458
13571,10099
13571,30692
13571,32467
13571,3781
13571,321
13571,29797
13571,39030
13571,33500
13571,1336
13571,43893
13571,42571
13571,31353
13571,44280
13571,7382
13571,34224
13572,8104
13572,33753
13572,48424
13572,3146
13572,32
13572,3849
13572,24676
13572,20585
13572,28670
13573,2614
13573,30051
13573,44013
13573,12710
13573,13445
13573,25075
13573,11673
13573,49596
13573,36973
13573,29454
13574,3917
13574,3827
13574,23347
13574,10452
13574,19923
13574,46999
13574,17536
13574,28109
13574,27533
13574,29988
13574,21595
13574,43311
13574,35436
13574,37450
13575,6911
13575,47205
13575,12764
13575,26255
13575,43515
13575,23876
13575,40602
13575,42326
13575,45339
13575,36645
13575,32445
13575,1250
13575,14204
13575,6908
13575,30696
13575,44172
13575,19347
13575,26310
13575,45120
13576,37763
13577,16233
13577,23300
13577,5322
13577,13695
13578,49697
13578,34594
13578,32244
13578,25334
13578,46927
13578,42461
13578,11659
13578,19612
13578,30420
13578,48226
13578,44798
13578,3337
13578,7592
13579,25458
13579,16044
13579,3158
13580,30876
13580,39240
13580,31337
13580,8768
13580,13218
13581,7053
13581,18768
13581,40178
13581,7192
13581,2561
13581,31998
13581,7871
13581,26030
13581,8520
13581,28913
13581,194
13581,35433
13581,20210
13581,40523
13582,28933
13582,29363
13582,22207
13582,36495
13582,29707
13582,16574
13582,35884
13582,3312
13582,13373
13582,46833
13582,38595
13582,41936
13582,37818
13582,31041
13582,34684
13582,30222
13583,41578
13583,6119
13583,18837
13583,42901
13583,19203
13583,36861
13583,19373
13583,24922
13583,5212
13584,24551
13584,19060
13584,10582
13584,15138
13584,25268
13584,15769
13584,29717
13584,40864
13584,37860
13584,47127
13584,40355
13584,42252
13584,40154
13584,46867
13585,34323
13585,31320
13585,14834
13585,9335
13586,17642
13586,26899
13586,23595
13586,46390
13586,47228
13586,5442
13586,10589
13586,47326
13586,10694
13587,5833
13587,19376
13587,48806
13587,15294
13588,40258
13588,38546
13588,10247
13588,25661
13588,47724
13588,30194
13588,2201
13588,21258
13588,14589
13589,339
13589,16620
13590,19502
13590,775
13590,24132
13590,44701
13590,37544
13590,37394
13590,25342
13590,45319
13590,7895
13590,21292
13590,16562
13591,1067
13591,49354
13591,25467
13591,33279
13591,32532
13591,42814
13591,37275
13591,41683
13591,16228
13591,9051
13591,36182
13591,45912
13591,34824
13591,46614
13591,30723
13591,31505
13592,22809
13592,25029
13593,27020
13593,38735
13593,24494
13593,43186
13593,25590
13593,34607
13593,30351
13593,46837
13593,33491
13593,43653
13593,13781
13593,31807
13593,15734
13593,3395
13593,31072
13593,14071
13593,46476
13593,17762
13593,23856
13594,42652
13594,7210
13595,25189
13595,34613
13595,5196
13595,9994
13595,43172
13595,31735
13595,31067
13595,8382
13595,46112
13595,31972
13596,38313
13596,17669
13596,41058
13596,506
13596,5403
13597,38435
13597,1393
13597,37977
13597,29426
13597,1653
13597,21612
13597,7762
13597,4642
13597,41237
13597,14867
13597,5715
13597,38042
13597,5418
13597,19106
13597,8738
13597,26631
13597,16840
13598,46462
13598,49396
13598,6207
13598,19853
13598,13584
13598,1418
13598,33821
13598,42006
13598,12287
13598,43079
13598,740
13598,11081
13598,29048
13598,26453
13599,41197
13599,10863
13599,38458
13600,13646
13600,31493
13600,48245
13601,1671
13601,15533
13601,29483
13601,4113
13601,24909
13601,8644
13601,27267
13602,18369
13602,34241
13602,7232
13602,10999
13603,48878
13603,1741
13604,29771
13604,47682
13604,46655
13604,30578
13604,12352
13604,2778
13605,47827
13605,17530
13605,7484
13605,47779
13605,9541
13605,38010
13605,41736
13605,37499
13605,38101
13605,38502
13605,49391
13605,32481
13605,24548
13605,14650
13605,48805
13605,31343
13605,31542
13605,8935
13605,12762
13606,35004
13607,29356
13607,5620
13607,4638
13607,12902
13607,21747
13608,10988
13608,15006
13608,16657
13608,31813
13608,21252
13608,22573
13608,4581
13608,33501
13608,14775
13608,14502
13608,15670
13608,38646
13608,28345
13608,7415
13608,24457
13608,12237
13609,15114
13609,9818
13609,44685
13610,25193
13610,29219
13611,39107
13611,26105
13611,4538
13611,6213
13611,21053
13611,7446
13611,14518
13611,10075
13611,49147
13611,3401
13611,34688
13611,49080
13611,49235
13612,19364
13612,43657
13612,49323
13612,34790
13612,24242
13612,40197
13613,22049
13613,8500
13613,19287
13613,21379
13613,19549
13613,25158
13613,34549
13613,10922
13613,20838
13613,47651
13613,34128
13614,33718
13614,29407
13614,5990
13614,31793
13614,1387
13614,29619
13615,4662
13615,42609
13615,42242
13616,45805
13616,15975
13616,39846
13617,10437
13617,7756
13618,7887
13618,35583
13618,37103
13618,9644
13618,23947
13618,44793
13618,44011
13618,9167
13618,39577
13619,31959
13620,27835
13620,3969
13620,30605
13620,10959
13620,33920
13620,3290
13620,13568
13620,25203
13620,21374
13620,37632
13620,1599
13620,41621
13620,36863
13620,44354
13621,26644
13621,5385
13621,11620
13621,2575
13621,17821
13621,15021
13621,10884
13621,30979
13621,41150
13621,42498
13622,36337
13622,39868
13622,22633
13622,23407
13622,15312
13622,18035
13622,17593
13623,2074
13623,26044
13623,28810
13623,8141
13623,14022
13623,11626
13623,12284
13623,12404
13623,22701
13623,42047
13623,453
13623,14666
13623,49323
13623,25080
13623,22630
13623,33726
13623,16275
13623,25240
13623,6710
13623,15713
13624,17834
13624,34477
13625,6565
13625,26782
13625,9338
13625,40805
13626,23534
13626,48375
13626,37253
13626,1627
13626,4918
13626,32937
13627,46044
13627,40228
13627,38813
13627,42739
13628,26555
13628,2070
13628,12113
13628,21941
13628,43944
13628,40475
13628,31191
13628,12680
13628,290
13628,30675
13629,28620
13629,36371
13629,41111
13629,13748
13629,28114
13629,10875
13629,24974
13629,3433
13629,3993
13629,13067
13629,22912
13629,10296
13629,1928
13630,45048
13630,43852
13631,48709
13631,35628
13631,44974
13632,32168
13632,6605
13632,29012
13632,8066
13632,49093
13632,22950
13632,7474
13632,38284
13632,38671
13632,16127
13632,19617
13632,40772
13632,13259
13632,31925
13632,14908
13632,17530
13632,26204
13633,43376
13633,49082
13633,40619
13633,27239
13633,38397
13633,38503
13633,24654
13633,39144
13633,17936
13633,23495
13634,42722
13634,6481
13634,2413
13634,8108
13634,34749
13634,46271
13634,39662
13634,10759
13634,41727
13634,35321
13634,34517
13634,23778
13634,27993
13634,16166
13634,12234
13634,27286
13635,47097
13635,26786
13635,43683
13635,26837
13635,9820
13635,34991
13635,3841
13635,33423
13635,20219
13635,5166
13635,4671
13635,41802
13635,13224
13635,49784
13635,13622
13636,14450
13636,16020
13637,44052
13637,14621
13637,38793
13637,1854
13637,17123
13638,47010
13638,23306
13639,19286
